seasonal,state_fips,month_date,emp_priv,emp_rest,emp_H25,emp_L25,emp_M25,emp_H33,emp_L33,emp_M33,emp_2019_priv,period,rr_H25,rr_L25,rr_M25,rr_H33,rr_L33,rr_M33
U,1,2020-01-01,1670.1,181.7,377.8,428.09999999999997,864.2,601.8000000000001,651,417.3,1682.9,0,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2020-02-01,1678.9,184.7,379.8,431.09999999999997,868,605.8000000000001,655.5,417.6,1682.9,0,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2020-03-01,1674.5,182.6,379,429.5,866,604.3,654.3,415.90000000000003,1682.9,0,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2020-04-01,1455.7,118.7,346.5,335.5,773.6999999999999,560.8,519.2,375.7,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
U,1,2020-05-01,1517.6,141,355.8,370.7,791.1,570.3,562,385.3,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
U,1,2020-06-01,1567.7,154.1,365.4,395.5,806.8,580.2,594.6,392.9,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
U,1,2020-07-01,1580.7,157,367.9,400,812.8,581,604.8,394.9,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
U,1,2020-08-01,1591.4,159,368.3,402.8,820.3,582.2,611.4,397.8,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2020-09-01,1594.1,158.3,367.09999999999997,400.7,826.3,583.1999999999999,611.3,399.6,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2020-10-01,1618.1,160.8,371.3,405.1,841.7,594.1,623.7,400.3,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2020-11-01,1634,163.6,374.3,412.3,847.4,595.2,633.5,405.3,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2020-12-01,1635.5,165.5,373.3,414.9,847.3,594.7,632.4,408.4,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
U,1,2021-01-01,1611.4,163.9,372.8,407.5,831.1,588.4,619.8,403.2,1682.9,3,0.811260462989738,1.10950350706359,0.8850114141706229,0.811260462989738,1.10950350706359,0.834439333360874
U,1,2021-02-01,1623.8,167.3,376.3,412.1,835.4,594.4,626.1,403.3,1682.9,3,0.811260462989738,1.10950350706359,0.8850114141706229,0.811260462989738,1.10950350706359,0.834439333360874
U,1,2021-03-01,1630.9,165.9,378.29999999999995,411.6,841,597.5,627.9,405.5,1682.9,3,0.811260462989738,1.10950350706359,0.8850114141706229,0.811260462989738,1.10950350706359,0.834439333360874
U,2,2019-01-01,229.7,26.4,26.7,64.9,138.1,65.1,86.2,78.4,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-02-01,235.2,27,27.1,65.2,142.9,66.5,86.8,81.89999999999999,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-03-01,236.6,27.3,27.2,66,143.4,67.2,87.4,82,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-04-01,240.7,28.2,27.3,67.5,145.9,68.2,89.6,82.9,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-05-01,253.2,32.9,27.1,74.7,151.4,70,98.3,84.9,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-06-01,268.5,36.4,27.3,79.8,161.4,72.2,103.9,92.4,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-07-01,280.1,37.7,27.6,81.7,170.8,72.9,105.8,101.4,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-08-01,276.3,38,27.4,81.4,167.5,73.2,105.6,97.5,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-09-01,263,35,27,77.10000000000001,158.9,71.6,100.4,91,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-10-01,247,29.8,26.8,69.89999999999999,150.3,70.3,92.6,84.1,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-11-01,236.7,27.9,26.7,66.9,143.1,68,89.4,79.3,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2019-12-01,234.5,27.5,26.9,66.4,141.2,67.7,88.5,78.3,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-01-01,232.2,26.2,26.6,64.5,141.1,65.8,86.5,79.9,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-02-01,237.3,26.9,26.7,65.1,145.5,66.7,87.39999999999999,83.2,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-03-01,236.6,26.6,26.799999999999997,64.8,145,66.89999999999999,87.1,82.6,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-04-01,202,15.5,25.1,47.699999999999996,129.2,61.6,66.1,74.3,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
U,2,2020-05-01,213.7,20,25,54.6,134.1,63,75.2,75.5,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
U,2,2020-06-01,228.2,23.7,25.2,60.3,142.7,64.7,81.5,82,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
U,2,2020-07-01,236.7,25.1,25.400000000000002,62,149.3,66.1,83.3,87.3,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
U,2,2020-08-01,233.5,24.6,25.6,61.7,146.2,66.4,82.7,84.4,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-09-01,228.2,23.9,25.6,60.8,141.8,65.7,81.7,80.80000000000001,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-10-01,220.7,21.8,25.7,58,137,65.3,79,76.4,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-11-01,213.9,20.7,25.4,56.699999999999996,131.8,63.1,77,73.8,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2020-12-01,210.9,19.2,25.5,55.300000000000004,130.1,62.7,75.4,72.8,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
U,2,2021-01-01,210.6,19.9,25.9,54.800000000000004,129.9,61.8,74.3,74.5,250.125,3,0.756235840282608,1.04807771725114,0.8426524591445159,0.708971100264945,1.00548123204582,0.903602810450876
U,2,2021-02-01,216,20.5,26.200000000000003,55.5,134.3,62.4,75.6,78,250.125,3,0.756235840282608,1.04807771725114,0.8426524591445159,0.708971100264945,1.00548123204582,0.903602810450876
U,2,2021-03-01,216.8,20.8,25.8,56.2,134.8,62.300000000000004,76.1,78.39999999999999,250.125,3,0.756235840282608,1.04807771725114,0.8426524591445159,0.708971100264945,1.00548123204582,0.903602810450876
U,4,2019-01-01,2476.2,281.3,502,652.5,1321.7,876.5,996.1,603.6,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-02-01,2491.5,285.7,505.7,654.6,1331.2,885.9,1000.1,605.5,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-03-01,2498.1,290.2,506.2,660.1,1331.8,886.5999999999999,1005.1,606.4,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-04-01,2507.1,291.2,509.90000000000003,660,1337.2,894.8,1005.7,606.6,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-05-01,2503.4,288.8,508.6,656.3,1338.5,892.2,1002.5,608.7,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-06-01,2494.7,282.7,511.6,649.6,1333.5,888.2,996.5,610,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-07-01,2491.1,278,515.3,643.9,1331.9,890.5,990.8,609.8,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-08-01,2518.3,282.9,518.3,650.5,1349.5,904.8,998.6999999999999,614.8,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-09-01,2523.6,285.2,515.8,652.6999999999999,1355.1,906.2,1001.8,615.6,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-10-01,2553.9,287.8,520.4,663,1370.5,913.5,1016.1999999999999,624.2,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-11-01,2588.4,288.9,523.6,677,1387.8,919.1,1036.1,633.2,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2019-12-01,2597,290,524.6,678.4,1394,920.8000000000001,1037,639.2,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-01-01,2559.8,288.3,522.8,661.3,1375.7,917.2,1011,631.6,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-02-01,2569.5,293.5,525.6,666.4,1377.5,922.3000000000001,1015.5,631.7,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-03-01,2553.4,287.8,523.7,660.3,1369.4,918.9,1005.7,628.8000000000001,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-04-01,2253.9,176.3,508.2,487.8,1257.8999999999999,880.4,787.9,585.6,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
U,4,2020-05-01,2328.9,209,509,532.6,1287.3,883,848.4000000000001,597.5,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
U,4,2020-06-01,2382.4,230.7,510.5,574.6,1297.3,882.2,894.8,605.4,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
U,4,2020-07-01,2362.5,220.1,512.1999999999999,561.4,1288.9,880.4,875,607.1,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
U,4,2020-08-01,2392,223.8,514.6,568.1,1309.3,889.9,888.1,614,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-09-01,2414.7,229.9,514.8,582,1317.9,893.7,902.2,618.8,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-10-01,2457.5,237.7,519,597.6,1340.8999999999999,901,926.6,629.9,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-11-01,2486.1,240.9,520.4,609.8,1355.9,907.1,937.6,641.4,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2020-12-01,2493.5,241.7,523.2,614.8,1355.5,905.3,943.5,644.7,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
U,4,2021-01-01,2460.3,242.4,526.1,602.1,1332.1,905.9,923.5,630.9000000000001,2520.275,3,0.55279962426222,0.896673437487788,0.761879391329493,0.596253436692647,0.914255269595392,0.783647373938907
U,4,2021-02-01,2473.4,247.1,526.9,608.2,1338.3,907.3,931.2,634.9,2520.275,3,0.55279962426222,0.896673437487788,0.761879391329493,0.596253436692647,0.914255269595392,0.783647373938907
U,4,2021-03-01,2488.5,251.2,525.4,614.5,1348.6,910.1999999999999,938.5,639.8000000000001,2520.275,3,0.55279962426222,0.896673437487788,0.761879391329493,0.596253436692647,0.914255269595392,0.783647373938907
U,5,2019-01-01,1053.2,105.2,183,251.5,618.7,335.7,374.7,342.8,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-02-01,1058.6,106.6,183.9,252.2,622.5,337.3,378,343.3,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-03-01,1062,108.2,183.6,254.3,624.1,337.8,381.1,343.1,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-04-01,1067.7,110.1,183.6,258,626.1,338.9,386.09999999999997,342.7,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-05-01,1070.3,110.6,182.79999999999998,259.5,628,338.2,389.3,342.8,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-06-01,1066.3,109,183.1,258.6,624.6,336.7,386.3,343.3,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-07-01,1063.7,109.1,182.6,258.4,622.7,335.6,384.59999999999997,343.5,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-08-01,1068.5,110.5,182.7,259.5,626.3,336.5,387.5,344.5,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-09-01,1070.8,109.8,181,257.3,632.5,338.1,388.3,344.4,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-10-01,1077,109.9,182.4,258.70000000000005,635.9,340.5,391.9,344.6,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-11-01,1082.9,109.8,183.3,262,637.6,340.6,396.2,346.1,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2019-12-01,1083.1,109.1,183.5,260.59999999999997,639,341,395.2,346.9,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-01-01,1068.2,106.8,183.6,253.2,631.4,339,384.3,344.9,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-02-01,1071.5,108,183.5,254.8,633.2,338.9,387.9,344.7,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-03-01,1070.8,107.5,182.5,254.70000000000002,633.6,339.5,388.3,343,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-04-01,961.3,69.9,173,199.8,588.5,324.1,317.90000000000003,319.3,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
U,5,2020-05-01,995.5,84.6,173.9,222.5,599.1,326.4,343.2,325.90000000000003,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
U,5,2020-06-01,1012.3,92.1,174.8,236.70000000000002,600.8,325.7,359,327.6,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
U,5,2020-07-01,1015.7,95,174.5,241.3,599.9,324.3,364.1,327.3,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
U,5,2020-08-01,1026.2,97.1,175.1,244.6,606.5,325.7,369.8,330.7,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-09-01,1032.6,97.9,174.6,244.60000000000002,613.4,328.6,372,332,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-10-01,1044.2,97.7,177.70000000000002,248.7,617.8000000000001,333.2,378.9,332.1,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-11-01,1052.5,99.4,180.1,252.9,619.5,336.6,381.8,334.1,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2020-12-01,1054.8,97.8,181,251.5,622.3,336.2,382.09999999999997,336.5,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
U,5,2021-01-01,1040.1,95.7,181.8,243.89999999999998,614.4,336.90000000000003,372.1,331.09999999999997,1068.675,3,0.948164367840878,1.10950353306359,0.935372111390893,0.923266348516385,1.10950353306359,0.944374118179932
U,5,2021-02-01,1041.7,93.8,184.1,241.29999999999998,616.3,338.2,372.3,331.2,1068.675,3,0.948164367840878,1.10950353306359,0.935372111390893,0.923266348516385,1.10950353306359,0.944374118179932
U,5,2021-03-01,1050.6,96.4,185.6,244.5,620.5,341.4,377.2,332,1068.675,3,0.948164367840878,1.10950353306359,0.935372111390893,0.923266348516385,1.10950353306359,0.944374118179932
U,6,2019-01-01,14549,1653.5,3236.4,3636,7676.6,5416,5304.2,3828.7999999999997,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-02-01,14635.8,1675,3274.7,3635.3,7725.8,5486.5,5313.8,3835.5,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-03-01,14672.8,1689.3,3266.6,3649.1,7757.0999999999995,5492.8,5334.0999999999995,3845.8999999999996,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-04-01,14702.9,1704.5,3256.3,3666.9,7779.7,5494.8,5357.4,3850.7,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-05-01,14754.6,1718.5,3247.2,3685.9,7821.5,5494.3,5388.2,3872.1000000000004,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-06-01,14810,1725.6,3272.4,3702.1,7835.5,5514.4,5413.2,3882.4,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-07-01,14847.3,1726.4,3291.3,3714.4,7841.5999999999995,5520.1,5421.8,3905.4,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-08-01,14919.3,1728.4,3304.9,3713,7901.4,5544.2,5437.2,3937.9,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-09-01,14880.5,1716.8,3287.1,3680.5,7912.9,5536.3,5405,3939.2000000000003,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-10-01,14992.2,1716.3,3304.2,3706.2,7981.8,5575.6,5448.8,3967.8,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-11-01,15119.3,1714.7,3326.4,3765.4,8027.5,5600.4,5515.4000000000005,4003.5,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2019-12-01,15112.2,1708.5,3329.5,3773.9,8008.8,5581.2,5512.5,4018.5,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-01-01,14861.5,1680.1,3308.8999999999996,3653.6,7899,5525.3,5362.1,3974.1,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-02-01,14968.6,1697.8,3346.1,3660.6,7961.9,5602,5388.0999999999995,3978.5,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-03-01,14788.4,1646.3,3325.2,3585.7999999999997,7877.4,5556.4,5272.8,3959.2,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-04-01,12381.4,907.3,3100,2388,6893.4,5049.2,3738.7,3593.5,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
U,6,2020-05-01,12668.9,994.8,3105.4,2459,7104.5,5151.5,3850.8,3666.6,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
U,6,2020-06-01,13197.1,1174.2,3125,2797.7,7274.4000000000005,5205.3,4238.3,3753.5,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
U,6,2020-07-01,13258.5,1169,3130.9,2831.9,7295.7,5185.9,4294.2,3778.4,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
U,6,2020-08-01,13317.2,1175,3138.2,2833.2,7345.8,5212.3,4286.5,3818.4,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-09-01,13395.9,1195.3,3122,2874.2999999999997,7399.6,5206,4360.5,3829.4,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-10-01,13615.6,1232.5,3164.1000000000004,2961.1,7490.4000000000005,5281.2,4476.6,3857.8,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-11-01,13727,1234.1,3171.2,3031,7524.8,5277.2,4551.5999999999995,3898.2,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2020-12-01,13660.7,1143,3190.5,2938.6,7531.6,5294.4,4446.6,3919.7000000000003,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
U,6,2021-01-01,13328,1057,3157.8,2783.3,7386.9000000000005,5228.6,4254.2,3845.2000000000003,14832.991666666667,3,0.732576337816821,1.08606106425346,0.935359646188282,0.838613056813108,1.04419955923535,0.935359646188282
U,6,2021-02-01,13529.1,1166.3,3183.3,2892.7,7453.0999999999995,5270.9,4394.6,3863.6,14832.991666666667,3,0.732576337816821,1.08606106425346,0.935359646188282,0.838613056813108,1.04419955923535,0.935359646188282
U,6,2021-03-01,13644.9,1206.8,3199.5,2949.5,7495.9,5300.8,4471.8,3872.2999999999997,14832.991666666667,3,0.732576337816821,1.08606106425346,0.935359646188282,0.838613056813108,1.04419955923535,0.935359646188282
U,8,2019-01-01,2283.6,278.7,516.1,611.8,1155.7,906.6999999999999,872.6,504.3,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
U,8,2019-02-01,2291.1,279.5,519.5,609.3,1162.3,913.8,871.9,505.4,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
U,8,2019-03-01,2293.5,280.7,518.4,610.1,1165,913.5,874.2,505.8,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
U,8,2019-04-01,2310.1,281.5,521.7,609.1,1179.3,922.5,881.2,506.4,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
